"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","GRC","Greece","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,74.4,,
"1","Country","GRC","Greece","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,70.8,,
"1","Country","HUN","Hungary","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,70.5,,
"1","Country","HUN","Hungary","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,67.8,,
"1","Country","HUN","Hungary","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,64.4,,
"2","Large regions (TL2)","HU21","Central Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,71,,
"2","Large regions (TL2)","HU21","Central Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,67.75,,
"2","Large regions (TL2)","HU21","Central Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,63.86,,
"2","Large regions (TL2)","HU21","Central Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,61.43,,
"2","Large regions (TL2)","HU22","Western Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,73.03,,
"2","Large regions (TL2)","HU22","Western Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,69.51,,
"2","Large regions (TL2)","HU22","Western Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,65.29,,
"2","Large regions (TL2)","HU22","Western Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,62.69,,
"2","Large regions (TL2)","HU23","Southern Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,69.69,,
"2","Large regions (TL2)","HU23","Southern Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,66.7,,
"2","Large regions (TL2)","HU23","Southern Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,61.1,,
"2","Large regions (TL2)","HU23","Southern Transdanubia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,59.14,,
"2","Large regions (TL2)","HU31","Northern Hungary","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,68.79,,
"2","Large regions (TL2)","HU31","Northern Hungary","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,65.11,,
"2","Large regions (TL2)","HU31","Northern Hungary","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,62.27,,
"2","Large regions (TL2)","HU31","Northern Hungary","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,60.32,,
"2","Large regions (TL2)","HU32","Northern Great Plain","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,66.1,,
"2","Large regions (TL2)","HU32","Northern Great Plain","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,64.43,,
"2","Large regions (TL2)","HU32","Northern Great Plain","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,62.34,,
"2","Large regions (TL2)","HU32","Northern Great Plain","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,58.4,,
"2","Large regions (TL2)","HU33","Southern Great Plain","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,66.26,,
"2","Large regions (TL2)","HU33","Southern Great Plain","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,64.75,,
"2","Large regions (TL2)","HU33","Southern Great Plain","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,61.91,,
"2","Large regions (TL2)","HU33","Southern Great Plain","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,58.27,,
"1","Country","ISL","Iceland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,62.9,,
"1","Country","ISL","Iceland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2012","2012",,,"0","Units",,,69.27,,
"2","Large regions (TL2)","IS01","Capital Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,61.8,,
"2","Large regions (TL2)","IS01","Capital Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2012","2012",,,"0","Units",,,68.59,,
"2","Large regions (TL2)","IS02","Other Regions","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,63.7,,
"2","Large regions (TL2)","IS02","Other Regions","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2012","2012",,,"0","Units",,,70.49,,
"1","Country","IRL","Ireland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,62.6,,
"1","Country","IRL","Ireland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,67.03,,
"1","Country","IRL","Ireland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,69.9,,
"2","Large regions (TL2)","ME31","Yucatan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,71.96,,
"2","Large regions (TL2)","ME31","Yucatan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,49.28,,
"2","Large regions (TL2)","ME31","Yucatan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,66.6,,
"2","Large regions (TL2)","ME31","Yucatan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,56.22,,
"2","Large regions (TL2)","ME32","Zacatecas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,60.66,,
"2","Large regions (TL2)","ME32","Zacatecas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,42.51,,
"2","Large regions (TL2)","ME32","Zacatecas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,52.03,,
"2","Large regions (TL2)","ME32","Zacatecas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,44.64,,
"1","Country","NLD","Netherlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,79.1,,
"1","Country","NLD","Netherlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,75.4,,
"1","Country","NZL","New Zealand","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,76.98,,
"1","Country","NZL","New Zealand","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,64.3,,
"1","Country","NZL","New Zealand","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,80.3,,
"1","Country","NZL","New Zealand","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,74.21,,
"1","Country","NOR","Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,75.5,,
"1","Country","NOR","Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,77.4,,
"1","Country","NOR","Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,76.1,,
"1","Country","NOR","Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,78.23,,
"2","Large regions (TL2)","NO01","Oslo and Akershus","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,77.4,,
"2","Large regions (TL2)","NO01","Oslo and Akershus","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,79.8,,
"2","Large regions (TL2)","NO01","Oslo and Akershus","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,78.82,,
"2","Large regions (TL2)","NO01","Oslo and Akershus","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,80.91,,
"2","Large regions (TL2)","NO02","Innlandet","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,74,,
"2","Large regions (TL2)","NO02","Innlandet","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,76.2,,
"2","Large regions (TL2)","NO02","Innlandet","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,73.78,,
"2","Large regions (TL2)","NO02","Innlandet","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,76.31,,
"2","Large regions (TL2)","NO03","South-Eastern Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,74.9,,
"2","Large regions (TL2)","NO03","South-Eastern Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,76.9,,
"2","Large regions (TL2)","NO03","South-Eastern Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,75.1,,
"2","Large regions (TL2)","NO03","South-Eastern Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,77.11,,
"2","Large regions (TL2)","NO04","Agder and Rogaland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,76.1,,
"2","Large regions (TL2)","NO04","Agder and Rogaland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,77.3,,
"2","Large regions (TL2)","NO04","Agder and Rogaland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,76.23,,
"2","Large regions (TL2)","NO04","Agder and Rogaland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,77.88,,
"2","Large regions (TL2)","NO05","Western Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,76.5,,
"2","Large regions (TL2)","NO05","Western Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,78.2,,
"2","Large regions (TL2)","NO05","Western Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,76.71,,
"2","Large regions (TL2)","NO05","Western Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,79.03,,
"2","Large regions (TL2)","NO06","Trøndelag","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,74.6,,
"2","Large regions (TL2)","NO06","Trøndelag","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,76.8,,
